image,actual_formula,predicted_formula,bleu_score,chrf2_score
formulaire001-equation070.png,$ \left | $ \frac { a x _ 0 + b y _ 0 + c } { \sqrt { a ^ 2 + b ^ 2 } } \right | $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.1111111111111112
UN_462_em_896.png,$ \frac { n - 1 } { 2 } - \frac { - n - 1 } { 2 } = n $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.0893246187363834
formulaire009-equation031.png,$ \frac { \mu - 1 } { \mu } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,5.952307915153717
501_em_0.png,$ 1 ^ 2 + 2 ^ 2 + 5 ^ 2 + 1 0 ^ 2 = 1 3 0 $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
TrainData2_16_sub_46.png,$ \alpha _ { 1 3 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.0822510822510825
200926-131-1.png,$ \sin x - \sin y - \sin ( x - y ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.1367521367521367
formulaire027-equation010.png,$ a $,\mu \div \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.2051282051282057
200923-1556-224.png,$ \sin \phi + c $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,5.48764907380703
UN_456_em_747.png,$ { { - \mbox { v } } + \frac { l } { j } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.157308079649177
103_em_7.png,$ 2 = \frac { p ^ 2 } { q ^ 2 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.825082508250825
200923-1253-148.png,$ \lim _ { x \rightarrow \infty } \int _ 0 ^ x e ^ { - y ^ 2 } d y = \frac { \sqrt \pi } 2 $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,12.181753651149666
98_user0.png,$ \frac { c _ { p a } ^ k c _ { q a } ^ { n - k } } { c _ a ^ n } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.4930966469428008
KME2G3_5_sub_96.png,$ \mbox { z } $,5 \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.0548523206751055
formulaire012-equation021.png,$ \delta t _ i $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,4.925931430836306
formulaire056-equation046.png,$ \sqrt { \mbox { b } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.6351958450951094
MfrDB2807.png,$ \sqrt { ( \frac { \delta x } { x } ) ^ 2 + ( \frac { \delta y } { y } ) ^ 2 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.4384703616510532
200923-1254-147.png,$ p _ 1 = p _ 0 \frac { s _ 1 } { s _ 0 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.6887052341597796
2009210-947-45.png,$ { e ^ { i \pi } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.28310502283105
124_caue.png,$ \sin \theta = \frac { y } { \sqrt { x ^ 2 + y ^ 2 } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.4450867052023122
TrainData2_21_sub_63.png,$ c ^ { ( 1 ) } _ { x x } c ^ { ( 2 ) } _ { x x } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
RIT_2014_28.png,$ r = \sqrt { x _ { 6 } ^ 2 + x _ { 7 } ^ 2 + x _ { 8 } ^ 2 + x _ { 9 } ^ 2 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.8635578583765111
TrainData2_4_sub_63.png,$ \beta $,5 \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,6.323422615233457
103_em_10.png,$ \sqrt [ 3 ] { \frac { { z ^ { 3 } } + 2 } { \sqrt { z } + 1 } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.3513513513513513
MfrDB2771.png,$ \frac { 9 } { 4 } ( 3 x ^ 3 - 1 ) x ^ { - 1 } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.7412280701754383
29_em_167.png,$ \sum _ p n _ p p $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.4246575342465753
UN_125_em_554.png,$ x ^ \prime = x \cos \theta + y \sin \theta $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,9.29895232411644
MfrDB0861.png,$ a i r e = ( 6 4 / 8 1 ) \times d ^ 2 $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,6.15089574182963
UN_451_em_604.png,$ ( { y ^ { 4 } } - 1 ) / ( { y ^ { 2 } } - 1 ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
UN_103_em_57.png,$ b \leq a $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.461988304093567
512_em_276.png,$ \frac { \sqrt { 9 9 { x ^ { 7 } } } } { 1 1 { x ^ { 3 } } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.480524805248052
81_Fabricio.png,$ 3 3 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
formulaire019-equation005.png,$ | | f | | ^ 2 = \frac { 1 } { 4 } a _ 0 ^ 2 + \frac { 1 } { 2 } \sum _ { n = 1 } ^ { + \infty } ( a _ n ^ 2 + b _ n ^ 2 ) $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,4.348280987918464
118_em_238.png,$ \sqrt { \mbox { v } } $,= \int \int \rightarrow \geq 3 \bigg 1 $ b $ b \phi \ ; ] 9 9 9 9,0.0,6.578947368421054
formulaire034-equation007.png,$ \frac { 1 } { a } f \left ( a x + b \right ) + c $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.5923566878980895
200922-947-108.png,$ { \mbox { u } \mbox { m } } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.38855421686747
TrainData2_13_sub_39.png,$ u _ { n + 2 } = u _ n + u _ { n + 1 } $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,2.6246719160104988
formulaire008-equation026.png,$ \sum _ { i = 1 } ^ n p _ i = 1 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.3003300330033
formulaire049-equation041.png,$ 3 1 $,5 \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
formulaire007-equation049.png,"$ \alpha _ { 1 } , \alpha _ { 2 } , \ldots , \alpha _ { m } $",\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.763668430335097
MfrDB1845.png,$ \int \limits _ { 0 } ^ { + \infty } { x ^ { n } } { e ^ { - x } } d x = n ! $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.9561815336463224
formulaire030-equation019.png,$ n = 3 4 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
516_em_383.png,$ \lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,26.475192534079785
MfrDB1694.png,$ \frac { d v } { d t } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.941176470588235
200924-1312-30.png,$ g $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
RIT_2014_189.png,$ \cos ( \alpha ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.0576131687242794
TrainData2_13_sub_63.png,$ f ( x _ { n } ) \gt s - \frac { 1 } { n } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.2919896640826873
200923-1556-33.png,$ \sum _ { n = 1 } ^ n \left ( - 1 \right ) ^ n \sin \left ( n x \right ) $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,11.432400152898222
MfrDB3297.png,$ y ^ 4 + y + 1 = 0 $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,2.8735632183908044
formulaire036-equation038.png,$ a ^ 2 + b ^ 2 = ( a + b i ) ( a - b i ) $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.2626262626262625
107_edwin.png,$ \int \limits _ { 0 } ^ { 1 } \sqrt { x } d x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.796420581655481
formulaire039-equation073.png,$ b $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
200923-1556-173.png,$ p _ { 1 } ^ { \alpha _ { 1 } } p _ { 2 } ^ { \alpha _ { 2 } } \ldots p _ { k } ^ { \alpha _ { k } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.9157509157509156
MfrDB1789.png,$ b $,5 \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
200922-947-56.png,$ \frac { 3 x + y } { z } = ( \frac { a - 1 } { { x ^ { 2 } } + { y ^ { 2 } } } ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.7974481658692184
formulaire011-equation012.png,$ x _ { i } - x _ { i + 1 } + x _ { i + 2 } $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,3.7037037037037033
200922-949-123.png,$ y _ i ^ { a c } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.282051282051282
MfrDB1541.png,$ \lim _ { x \rightarrow \frac { \pi } { 2 } + 0 } \tan x = - \infty $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.5082956259426845
UN_128_em_1018.png,$ \sum _ { i = 1 } ^ k \frac { x ^ { a _ i } } { 1 - x ^ { b _ i } } = \frac { 1 } { 1 - x } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.7580872011251758
2009220-1327-84.png,$ s = s _ { 0 } t + \frac { 1 } { 2 } a { t ^ { 2 } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.574712643678161
200925-1126-26.png,$ \lim _ { x \to c } f ( x ) = f ( c ) $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,5.561579408488142
96_edwin.png,$ q = p ^ k $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
formulaire048-equation008.png,$ \frac { 4 } { 3 } \pi r ^ 3 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.4752475247524752
200922-1017-173.png,$ | y _ 2 - y _ 1 | $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
RIT_2014_86.png,$ \int { - \mbox { w } } d \delta $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,4.88030828190605
formulaire021-equation054.png,$ - 9 . 7 7 8 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.461988304093567
200923-131-234.png,$ { \mbox { y } } _ { \mbox { w } } $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.474415345649966
200923-1253-217.png,$ \frac { 4 } { 3 } \pi r ^ 3 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.4752475247524752
28_em_125.png,$ \sum x ^ n $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,4.0983606557377055
formulaire012-equation010.png,$ t \in e $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.1446540880503138
TrainData2_15_sub_61.png,$ ( 1 4 1 - 1 9 + 9 6 - 7 1 ) \times ( 1 0 0 \times ( 1 5 \times 9 ) ) = 1 9 8 4 5 0 0 $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,5.312084993359894
200924-1312-85.png,$ m c ^ 2 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.7006802721088434
TrainData2_11_sub_33.png,$ { { \mbox { x } + c } \gt \mbox { c } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.5307416153809457
UN_453_em_669.png,$ \sum _ { i = 1 } ^ { n } i = \frac { 1 } { 2 } n ( n + 1 ) $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,4.553734061930784
formulaire006-equation048.png,$ r \sin \theta $,\mu \div \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,11.429496742980984
formulaire009-equation049.png,$ g $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
MfrDB2496.png,$ \frac { 1 } { 2 } ( l + 1 ) ( l + 2 ) $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.7122507122507121
KME2G3_5_sub_28.png,$ k = 2 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
MfrDB2154.png,$ f ( x ) = \log | x | + 2 $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,3.8940809968847354
MfrDB1291.png,$ ( 1 2 2 - 1 0 3 + 1 4 1 - 3 3 ) \times ( ( 2 2 \times 9 2 ) - ( 6 5 - 1 1 3 ) ) \leq 2 6 3 1 4 4 $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,4.618327583562442
UN_106_em_147.png,$ x \rightarrow x $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.9607843137254906
2009212-1031-51.png,$ { { m } ^ { l } { \frac { { y + l } } { \mbox { s } } { s \mbox { i } } } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.003405188076567
519_em_447.png,$ x ^ { - 4 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
MfrDB0045.png,$ | z _ 1 | ^ 2 - | z _ 2 | ^ 2 = | z ^ 2 | - | z ^ 1 | = 1 $,\int \rightarrow \geq 3 \bigg 1 $ $ b b \phi \ ; ] 9 9 9 9 9 9,0.0,2.0114155628422523
formulaire002-equation062.png,$ \frac { z ^ { 3 } - 2 z + 1 } { z ^ { 5 } + 3 z - 1 } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.5592841163310961
2009213-137-140.png,$ { \mbox { k } - \sum { o } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,4.007949652202717
UN_131_em_1093.png,$ x > b $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
UN_458_em_799.png,$ { - \mbox { h } \left ( \mbox { i } \right ) } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,2.604588100069297
89_Frank.png,$ q $,5 \sqrt \sqrt \sqrt \left \tan 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,3.26797385620915
200923-131-67.png,$ \frac { ( z - a ) ^ n } { ( \gamma ( \theta ) - a ) ^ { n + 1 } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.295336787564767
formulaire031-equation032.png,"$ ( p _ 1 , \ldots , p _ n ) $",\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.7182130584192439
MfrDB3368.png,$ { f ( x ) = \sum _ { k = 1 } ^ \infty \frac { \sin ( 2 ^ k x ) } { \sqrt { 2 } ^ k } } $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,1.7006802721088434
2009212-952-100.png,$ 6 . 8 $,\mu \div ] 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9,0.0,0.0
