image,actual_formula,predicted_formula,bleu_score,chrf2_score
20cb9929b3.png,"\epsilon ( \alpha , \beta ) = \epsilon ( \beta , - \alpha - \beta )","\epsilon ( \alpha , \beta ) = \beta ( \beta - \beta )",60.62024819454677,64.50981002105196
6b327e4aba.png,"\theta _ { m w } = \left ( \begin { a r r a y } { c } { \left ( \begin { a r r a y } { c } { \alpha _ { n } } \ \ { \sigma _ { 2 } \alpha ^ { * m } \ , c _ { 5 n m } } \ \ \end { a r r a y } \right ) \otimes \epsilon ^ { n } } \ \ { 0 _ { 1 6 } } \ \ \end { a r r a y } \right )","\omega _ { a b } = \left ( \begin { a r r a y } { c c c } { g _ { n } } & { 0 } & { 0 } \ \ { 0 } & { 0 } \ \ { 0 } & { 0 } & { 0 } \ \ \end { a r r a y } \right ) \ , { _ { n } ^ { a } } \ , n _ { a } } ^ { n } \ , .",41.5705979513009,36.44178454429836
1c13b58035.png,"w \left ( \begin { a r r a y } { c c } { ( d _ { 1 } , d _ { 2 } ) } & { ( c _ { 1 } , c _ { 2 } ) } \ \ { ( a _ { 1 } , a _ { 2 } ) } & { ( b _ { 1 } , b _ { 2 } ) } \ \ \end { a r r a y } \right ) = w \left ( \begin { a r r a y } { c c } { ( \tilde { d } _ { 1 } , \tilde { d } _ { 2 } ) } & { ( \tilde { c } _ { 1 } , \tilde { c } _ { 2 } ) } \ \ { ( \tilde { a } _ { 1 } , \tilde { a } _ { 2 } ) } & { ( \tilde { b } _ { 1 } , \tilde { b } _ { 2 } ) } \ \ \end { a r r a y } \right ) .","w \left ( \begin { a r r a y } { c c } { a ( a _ { 1 } , \bar { a } _ { 1 } ) \ , ( a _ { 1 } , \bar { a } _ { 1 } ) \ \ \ { \bar { a } _ { 1 } } & { d ( 1 ) } & { a _ { 1 } } \ \ \end { a r r a y } \right ) \left ( \begin { a r r a y } { c } { a _ { 1 } ( z _ { 1 } ) } \ \ { \bar { a } _ { 1 } ( \bar { z } _ { 1 } ) } \ \ { \bar { a } _ { 1 } ) } & { d _ { 1 } } \ \ \end { a r r a y } \right ) \left ( \begin { a r r a y } { c } { a _ { 1 } ( z _ { 1 } )",54.19802553806169,47.396773462507085
57d14fb539.png,{ \bf l } ^ { \mu \nu } = \frac { \partial q ^ { i } } { \partial z ^ { \mu } } \frac { \partial p _ { i } } { \partial z ^ { \nu } } - \frac { \partial q ^ { i } } { \partial z ^ { \nu } } \frac { \partial p _ { i } } { \partial z ^ { \mu } } \ .,{ \cal m } ^ { \mu \nu } = \frac { \partial ^ { 2 } } { \partial q ^ { j } } \frac { \partial ^ { \mu } } { \partial \partial ^ { \mu } } \frac { \partial ^ { \nu } } { \partial \partial ^ { j } } { \partial q ^ { j } } { \partial } ^ { j } } { \partial } } { \partial } } { \partial } } { \partial } } },52.679840844400886,65.53137525188473
580cd1e194.png,{ \bf \nabla } \cdot ( \varepsilon { \bf e } ) \propto \rho _ { \mathrm { e x t } } .,"\nabla \left ( \omega \right ) e e _ { \mathrm { e f f } } } ,",20.266089113241858,28.465215810849482
3fa134d142.png,"\delta ( \theta ) = \theta + \tilde { \theta } \ , , \ \ \ \ \ \theta \equiv \left ( \begin { a r r a y } { c } { t } \ \ { d t } \ \ \end { a r r a y } \right ) \ , .","\delta a ( \theta ) = a \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ ,",3.1380634748433,12.205953363344683
528e8a31ee.png,"c _ { 0 } ( y ^ { \prime } , y ) = \delta _ { y ^ { \prime } , y } .","c _ { 0 } ( y ^ { \prime } , y ^ { \prime } ) = \delta _ { r , y ^ { \prime } } .",66.55052885300617,75.3832485769807
56d7329ead.png,"^ n m = ( m ^ { \times n } \setminus d _ { n } ) \ , / \ , s _ { n } .","- m ^ { n } = \left ( n ^ { n } \left ( n _ { n } \right ) _ { n } \right ) \ , .",23.109432486206856,20.170537159484233
291c53a4ee.png,"p = \frac { \partial l } { \partial \dot { \theta } } \ ; \ ; , \ ; \ ; h ( \theta , p ) = p \dot { \theta } - l","p = \frac { \partial a } { \partial \dot { \rho } } , \qquad ( a , b ) = i e ^ { - i \rho }",32.64866511057606,43.80314473493149
55e28237b7.png,"\int { \cal d } a { \cal d } e \operatorname { e x p } \left ( i \int _ { w } \left [ \mathrm { t r } ( f \ , e ) + \mathrm { t r } ( j \ , e ) \right ] \right ) ,",\int { \cal d } d { t r } d t \operatorname { e x p } \left ( i \int _ { t } d t ) \operatorname { e x p } ( - i ( t ) \right ) \right ],41.08351587065469,50.717678194216944
7e79a8408e.png,"\beta ^ { 2 } x _ { 3 } ( k ^ { 3 } { } _ { \mu } ) x _ { 3 } ( k ^ { 3 \mu } ) + \beta x _ { 3 } ( \partial _ { \mu } k ^ { 3 \mu } ) ,",\beta ^ { 2 } ( g _ { 1 } k ^ { 2 } k _ { \mu } ) ^ { 2 } + ( \partial _ { \mu } k _ { \mu } ) ^ { - 1 } ( x _ { 5 } ),40.95235366195741,44.19654178051227
7cc4f82b76.png,"\omega \sp { ( n ) } = \sum _ { j } \frac { d a _ { j } } { a _ { j } } \wedge d \eta _ { j } + \sum _ { j < k } e _ { j k } ( \eta ) \operatorname { s i n h } ( \eta _ { j } - \eta _ { k } ) d \eta _ { j } \wedge d \eta _ { k } ,","\delta ^ { ( d ) } = \sum _ { i } { } } { { } } { { i } } { { } } { _ { i } } } { { i } } { _ { i } } } ( d _ { i } ) d _ { i } d _ { k } + ( d _ { i } ) _ { i } } ) \operatorname { { d } } { _ { i } } \ , ,",18.745928862599193,23.563758261687273
1fc7a408be.png,\bar { \epsilon } ( \sigma : \gamma ) = \hat { \epsilon } ( \sigma : \gamma ) + \operatorname { c o t h } \pi \gamma .,\bar { \sigma } ( ( \sigma : ) : = ( \sigma - \sigma ) : \operatorname * { l i m } ^ { \sigma \rightarrow \infty } \sigma,19.494125883291225,36.63436009213717
17478e7378.png,"{ \alpha } _ { m } \equiv l [ { \cal f } ( d _ { m } ( 0 ) , 2 l ) - { \cal f } ( d _ { m } ( l ) , l ) ] ,","\alpha _ { m } = { \cal l } ^ { ( } ( l ) \ , [ l ( { ) , ( { l } ( { ) ] \ , { \cal l } _ { l } ( { ) , ( l ) ] \ ,",19.150471061790867,28.254587095334454
6bcf387410.png,v _ { \mathrm { w _ { b } } } ( \theta ) = \frac { n t _ { 0 } } { l \operatorname { c o s } { \theta } } \sqrt { 1 - \frac { l ^ { 4 } \operatorname { s i n } ^ { 4 } { \theta } } { 2 \sqrt { n ^ { 2 } - 1 } } + \frac { l ^ { 8 } \operatorname { s i n } ^ { 6 } { \theta } } { 1 6 ( n ^ { 2 } - 1 ) } },v _ { \mathrm { c o n } } ( t ) = \frac { { _ { 0 } } { \sqrt { 2 \pi } } { { { i } { 2 } } { \operatorname { s i n } ^ { 2 } \theta } { { 2 } } { \operatorname { s i n } ^ { 2 } \theta } { 2 } } { \operatorname { s i n } ^ { 2 } \theta } { 2 } } { 2 } } { \operatorname { s i n } ^ { 2 } \theta } { 2 } } } } } } } } } } } } } .,38.352752419802655,52.00319883719382
47696e11d7.png,"+ \ , \ , \mathrm { e } ^ { \varphi } \ , { f } _ { [ 3 ] } ^ { r r } \wedge \star { f } _ { [ 3 ] } ^ { r r } \ , + \ , \frac { 1 } { 2 } \ , { f } _ { [ 5 ] } ^ { r r } \wedge \star { f } _ { [ 5 ] } ^ { r r } \ , - \ , c _ { [ 4 ] } \wedge f _ { [ 3 ] } ^ { n s } \wedge f _ { [ 3 ] } ^ { r r } \big ] \bigg \ }","- \left [ e ^ { - } f _ { a } ^ { a } } _ { p } } ^ { a } + f _ { a b } ^ { a } } _ { a } } ^ { a } } \right ] = - { { e } ^ { a } } { { } } { { } } { { } } } { { } } } { { } } } [ e ^ { a } } _ { a } } ] } { { } } { { } } } } [ e ^ { a } } _ { a } } ] \ , ] \ , .",11.177987391388013,13.752647763335297
473d124b66.png,"{ d } / { d t } \eta ( q , p , t ) \ = \ \omega ( t , q , p )","d d [ p , q , p , q , t ) = p ( p , q ) ,",18.893197108275007,14.853037359468438
30d2cf7fae.png,"g ( d ) = \frac { f ( d ) \sqrt { \pi } \ , 2 ^ { d } } { \gamma \left ( \frac { 2 - d } { 2 } \right ) } ,",g ( ( d ) = \int { \frac { d d ^ { d } } { ( 2 \pi ) ^ { d - 2 } } } \ ; \left ( { \frac { d - 2 } { 2 } } \right ) \ ; .,33.50847753981969,41.60627217945207
ca48976f1b.png,"4 z ^ { 3 } \phi ^ { \prime \prime } + 1 2 z ^ { 2 } \phi ^ { \prime } + \left ( \omega ^ { 2 } r ^ { 2 } - l ( l + 4 ) z + \omega ^ { 2 } z ^ { 2 } \right ) \phi = 0 \ , ,","4 \phi ^ { 2 } u ^ { 2 } u ^ { 2 } + u ^ { 2 } + u ^ { 2 } + \left ( u ^ { 2 } + u ^ { 2 } + ( ^ { 2 } + u ^ { 2 } \right ) \phi ^ { 2 } \right ) \ , ,",38.233319467387155,34.187067969665215
22a9829bab.png,"b _ { t } ^ { e } \rightarrow { b _ { t } ^ { f } } ^ { \dagger } \ \ , \ \ b ^ { e } \rightarrow { b ^ { f } } ^ { \dagger } \ \ , \ \ c ^ { e } \rightarrow { c ^ { f } } ^ { \dagger } \ .","b _ { a } ^ { a } \rightarrow a _ { a } ^ { a } \ , \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ .",6.223319735296592,15.416511635544387
c9d1cfd035.png,"l _ { g . f . } ^ { - } = 0 \ , \hspace { 4 . 2 c m } l _ { g . f . } ^ { + } = e _ { + } ^ { + } ( \phi , \eta ) d \theta ^ { + } \ ,","l _ { - , j } ^ { - } = 0 , \quad j _ { + } ^ { \prime } , \quad j _ { + } ^ { \prime } = 0 , \quad j _ { + } ^ { \prime } = j _ { - } ^ { \prime } , j _ { - } ^ { \prime } ) ,",22.614869022419914,21.765586284516495
2b40c88698.png,"r _ { \mathrm { f r e e } } ( u ) \propto i + r ( u ) z ,","r _ { \mathrm { a u t } } ( u , u ) \sim u ( u , u ) ,",36.478701707447335,37.815582197208855
145f9169c4.png,\tau _ { \epsilon } ( a _ { 0 } + a _ { 1 } w ) = 2 \phi _ { \epsilon } ( a _ { 1 } ),"u _ { e } ( e _ { 0 } + a _ { 0 } ) = a _ { 0 } ( ( \omega _ { 0 } ) ) ,",31.600982987731285,23.859977786774987
255523ed99.png,n ^ { a b } ( \sigma ) = \epsilon ^ { m n } \partial _ { m } \xi ^ { a } \partial _ { n } \xi ^ { b } \ .,"n ^ { a } ( x ) = e ^ { m } \partial _ { m } \partial _ { m } x ^ { m } \partial _ { n } \ , .",45.5866661843924,46.2935924228974
1c501f7055.png,m _ { \beta } ^ { 2 } ( \phi ) = m _ { 0 } ^ { 2 } + \frac { \lambda _ { 0 } } { 6 } \left ( \frac { \phi ^ { 2 } } { n } + f _ { \beta } ( \phi ) \right ) + \frac { \eta _ { 0 } } { 5 ! } \left ( \frac { \phi ^ { 2 } } { n } + f _ { \beta } ( \phi ) \right ) ^ { 2 } .,"m _ { \mu } ^ { 2 } ( r ) = m _ { 0 } ^ { 2 } \left ( \frac { m _ { 0 } ^ { 2 } } { r ^ { 2 } } } + { \frac { \phi _ { 0 } } { r } } \right ) ^ { 2 } \left ( \phi _ { 0 } ( r ) \right ) + \frac { m _ { 0 } ^ { 2 } } { r } } \left ( \phi _ { 0 } ( r ) \right ) \right ] ,",51.94225785672933,49.08241322048718
472bf41b86.png,"\vert \phi > _ { o r b } ( l p ) = \sum _ { k = 0 } ^ { \gamma - 1 } \omega ^ { k \tilde { a } } \vert \phi > ( l + k , p + k )","| \psi | \psi _ { \alpha } } ( 0 ) \rangle = - \sum _ { k = 0 } ^ { \infty } \frac { { k } { k } } { { k } } ( k , p ) + k | | k | ,",26.604236520842345,25.780075205794304
3706312216.png,\partial _ { \mu } \phi ^ { \mu } ( x ) = \delta ^ { 4 } ( x ) \ .,"\partial _ { \mu } \phi ^ { \mu } ( x ) = 0 ^ { 2 } ( x ) \ , .",75.45297228891206,71.87819773890433
3aa492177a.png,"v ( r ) \sim g _ { n } \frac { m _ { 1 } m _ { 2 } } { r } \left [ 1 + \frac { 2 } { 3 } \int _ { m _ { 0 } } ^ { \infty } d m r e ^ { - m r } | \psi _ { m } ( r ) | ^ { 2 } \right ] ,","v ( r ) \sim r _ { m } ^ { 2 } + \frac { m _ { r } } { r ^ { 2 } } \int _ { 0 } ^ { \infty } d r \ , \psi _ { r } \left [ r _ { 0 } ( r ) + m ^ { 2 } \psi _ { r } \right ] ,",53.778767508623226,52.70198083880771
1142da28c2.png,"^ 3 r _ { m n } = \frac { 1 } { 2 } t r [ j _ { m } ^ { p } j _ { n } ^ { p } + j _ { m } ^ { q } j _ { n } ^ { q } ] ,",{ \cal c } _ { n } ^ { } = \frac { 1 } { 2 } n } } [ _ { n } { } _ { n } ^ { n } + _ { n } ^ { \dagger } } _ { n } ^ { j } + \eta _ { n } ^ { j } ],34.32210224481304,36.760126144845515
3b9b9e890d.png,"{ \mathbf [ \prod _ { r = 3 } ^ { 5 } 2 \operatorname { s i n } ( \pi k v _ { r } ) ] \sum _ { i = 3 } ^ { 5 } \frac { t r \gamma _ { k , 5 _ { i } } } { 2 \operatorname { s i n } ( \pi k v _ { i } ) } - \sum _ { i = 3 } ^ { 5 } [ 2 \operatorname { s i n } ( \pi k v _ { i } ) ] t r \gamma _ { k , 7 _ { i } } = 0 } ,","\prod _ { i = 1 } ^ { 3 } \mathrm { t r } ( _ { i } ( \mathrm { t r } ( _ { i } ) _ { i } } { { } } { 2 } } { { } } { 2 } } { { } } { { } } { { } } { { } } { { } } { { } } { { } } { \mathrm { t r } ( k _ { i } ) _ { k } } { \mathrm { t r } } _ { i } } { k } } ) = 0 , \ ; \ ; \ ; \ ; \ ; \ ; \ ; \ ; \ ; k = 1 , 2 . . . .",21.13808989796837,20.257997452639366
597a309416.png,"\epsilon ( t _ { \alpha \beta } ^ { \gamma } ) = \epsilon _ { \alpha } + \epsilon _ { \beta } + \epsilon _ { \gamma } \ , \ , \ , ( \mathrm { m o d \ , 2 } )",e \left ( \alpha _ { \alpha \beta } \right ) = e _ { \beta } ^ { \alpha } + \left ( \beta _ { \mathrm { c } } + \beta \right ) \right ],37.36835047074652,37.824412635831486
36f6a61c0d.png,"\check { r } ( u ) = 1 + \frac { \operatorname { s i n } u } { \operatorname { s i n } ( \gamma - u ) } e \ ; ,",{ { c } ( 0 ) = \frac { \operatorname { s i n } } { \operatorname { s i n } ( \theta - y ) } } \operatorname { s i n } \theta },46.9607911325021,59.53221665235916
6a7fab2221.png,"f _ { \lambda } \ , = \ , { \cal s } \ , x ^ { \lambda } \quad \quad \left ( \mathrm { ~ { \cal ~ s } ~ i s ~ t h e ~ h e t e r o t i c ~ d i l a t o n } \right )","f _ { i } = 0 \ ; \mathrm { ~ ~ ~ ~ ~ ~ \mathrm { s o r } ~ a t e ~ s e n t e ~ t e r s e } } } ( t ) ,",8.947412570259797,16.99844625028813
5d0d6d68cc.png,"c _ { 0 } = \int _ { \bar { b } } { \bar { h } } ^ { 1 / 2 } d ^ { 2 } x = \mathrm { v o l } ~ \bar { \cal b } ,","c _ { 0 } = \int _ { \tilde { d } } ^ { 2 } } { { \tilde { e } } ^ { 2 } } = \tilde { e } ^ { 1 / 2 } ,",43.43139788227756,33.03119455870318
47f9e31c53.png,\frac { d s _ { \mathrm { s d s } } } { d ( - e _ { \mathrm { d s } } ) } = \frac { 1 } { t _ { \mathrm { s d s } } } .,"\frac { d s _ { \mathrm { e s s s } } ( s ) } { s _ { s } } s _ { s } } = \operatorname { s i n } \frac { e _ { s } } s _ { s } } ,",33.0055639659818,39.29037167587805
71da2a0eb6.png,"\kappa = \left . { \frac { 1 } { \operatorname { c o s h } \delta _ { 1 } \operatorname { c o s h } \delta _ { 2 } } } { \frac { \partial _ { r } ( \pi - 2 n ) } { 4 n } } \right | _ { r = r _ { h } } ,","n = { \frac { 1 } { 2 \pi } } \ , \operatorname { l n } \left ( \frac { { _ { 2 } } { { _ { 2 } } { { 2 } } { \operatorname { l o g } { \frac { 2 } { 2 } } } \right ) } { { } } } { { } } } \right | _ { r = 0 } = 0 .",36.28174959342797,47.195408911411604
590d49609d.png,"x = \xi \operatorname { t a n h } u , \ , \qquad v \equiv e ^ { \omega } \equiv e ^ { u + i \varphi } .","x = u | \psi { \mathrm { w e } } = 0 , \qquad e ^ { - i e ^ { - } } = e ^ { i } } .",0.0,16.5619624101085
9362791e15.png,"l = ( - 1 ) ^ { p + 1 } d _ { 0 } ^ { - 2 p } \partial ^ { 2 p } + d _ { 0 } ^ { - 1 } \sum _ { k = 1 } ^ { 2 p } ( u _ { k } \partial ^ { 2 p - k } + \partial ^ { 2 p - k } u _ { k } ) ,",l = - ( ( ^ { - 1 } ) ^ { - 1 } \partial _ { \mu } { } ^ { i } } ^ { - 1 } d _ { i } } ^ { 1 } { 2 } } ^ { - 1 } d _ { i } } ^ { - 1 } ( _ { i } ^ { 1 } + 1 ) ^ { - 1 } d _ { { k } ^ { 2 } } ^ { - 1 } .,24.92760246241636,26.564185439415045
7d7ad7c68f.png,"{ v } ^ { \epsilon } \left ( { \sigma } ^ { - } , { \sigma } ^ { + } \right )",v ^ { \left ( i \right ) } \left ( \sigma ^ { + } \sigma ^ { - } \right ) \right ),38.211732125121614,43.342147806669445
25db8bae0c.png,"\bar { \theta } ^ { a b } = f ^ { a c b } \ , \theta ^ { c }",\bar { c } ^ { a b } = f ^ { a b } } ^ { a },50.41949346169725,40.410627461723706
14814e98fd.png,"\int _ { x } \mathbf { f _ { 4 } } = \frac { 2 \pi n } { e } \ , \quad n \in { \bf z } \ .","\int _ { \sigma } _ { \infty } } { \infty } } { \pi } = { \frac { \pi } { \pi } } \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ ,",11.7240410755501,24.333643613291873
2502652e06.png,"h = a \sigma ^ { 1 } \wedge \sigma ^ { 2 } \wedge \sigma ^ { 3 } ,","h = d \sigma ^ { 1 } \ , \sigma ^ { 1 } \ , \sigma ^ { 3 } \ , ,",50.10690128179972,53.413578048936486
70e94909dd.png,r ( r ) = r _ { 0 } \left ( \frac { b } { a } \right ) ^ { 1 / 2 } .,"r ( r ) = r _ { 0 } \left ( \frac { a } { 2 } \right ) ^ { 2 } \ , .",72.11921148447881,74.40648829929958
114704d270.png,b _ { m } b _ { n } ^ { \dagger } = e _ { m n } ( \phi ) \longleftrightarrow \pi _ { m } \pi _ { n } + i \pi _ { m } f _ { n } - i f _ { m } \pi _ { n } + f _ { m } f _ { n } - e _ { m n } = 0 .,"b _ { m } } _ { m } = e _ { m } ( x ) + _ { m } + _ { m } + { _ { m } + _ { m } + { _ { a } } _ { m } + f _ { m n } + _ { a } + _ { m } + _ { a } } _ { m } } ,",32.242355449698636,21.06026087988393
68fda1b819.png,{ \cal d } v = d v \left [ \int d v \ ; \delta ^ { 4 } \left ( \int v d \tau \right ) \operatorname { e x p } \left \ { - i \int \frac { v ^ { 2 } } { 2 } d \tau \right \ } \right ] ^ { - 1 } .,"{ \cal d } = \int d v \left ( e ^ { i } \left [ d d ^ { 2 } \right ) d v \right ] d e x p \left [ - i \int d ^ { 2 } x \left [ - e ^ { i } \right ] ^ { 2 } \right ] \ , .",33.42099930006183,38.85968757798901
508feb4db3.png,"\breve { \omega } _ { i } d x ^ { i } \simeq \sum _ { n = - \infty } ^ { \infty } { \frac { m _ { 0 } a \ { ( x ^ { 1 } - n ) d x ^ { 2 } - x ^ { 2 } d x ^ { 1 } \ } } { \ { \breve { r ^ { 2 } } + ( x ^ { 1 } - n ) ^ { 2 } \ } ^ { \frac { 5 } { 2 } } } } \ ,","\partial _ { i } x _ { i } ^ { n } = - \int _ { 0 } ^ { \infty } d x \ , \frac { 1 } { 2 } } { ( 2 \pi ) ^ { 2 } } { { 2 } } { ^ { 2 } + m ^ { 2 } } } ( ^ { 2 } + ( x ^ { 2 } + m ^ { 2 } ) ^ { 2 } } } ^ { 2 } } } } } }",36.02542501889413,30.722639655686923
4a3b2453b7.png,"\vec { r } = x ^ { \dagger } \vec { \sigma } x \equiv ( x , \vec { \sigma } x ) ~ ,","\vec { x } = \vec { x } ^ { 0 } \ , \vec { x } ( x , \vec { x } ) \ , ,",26.9047057450398,26.270936671030746
653fa78031.png,"2 1 \frac { d \bar { x } _ { 2 } } { d t } + \left ( 2 \beta _ { 0 } \bar { x } _ { 0 } ( t ) \right ) \bar { x } _ { 2 } = - \beta _ { 2 } \bar { x } _ { 0 } ^ { 4 } ( t ) - 3 \beta _ { 1 } \bar { x } _ { 0 } ^ { 2 } ( t ) \bar { x } _ { 1 } ( t ) - \beta _ { 0 } \bar { x } _ { 1 } ^ { 2 } ( t ) , \ ; \ ; \ ; \bar { x } _ { 2 } ( 0 ) = 0 ,","- \mathrm { t r } { { } } { { } } { \partial \phi _ { i } } \phi _ { i } ^ { 2 } = - \left ( \partial _ { i } \phi _ { 0 } ^ { 2 } - { \phi } ^ { 2 } ( \partial _ { 0 } \phi ) ^ { 2 } + { _ { 0 } ^ { 2 } ( x ) \right ] \ , \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \ \end { a r r a y }",20.62880641153903,21.497068218404877
3e6a55d30c.png,"s = \operatorname { l o g } { \cal n } = 2 \pi l \sqrt { \frac { m } { 2 } } = \frac { \sqrt { 3 ( 1 + \nu ) } } { \theta _ { \nu } } \frac { a } { 4 } \ , .","s = s \operatorname { l o g } = 2 \pi \sqrt { \frac { 2 } { 2 } } } { ( p _ { 0 } - m ) } } { \frac { p } { \sqrt { 2 } } } \ , .",42.78394431463169,47.9003605413315
5810dee315.png,"n = \sum _ { k = 1 } ^ { \omega } j _ { k } - j _ { \omega + 1 } , \ ; \ ; m _ { \omega + 1 } = \sum _ { k = 1 } ^ { \omega } m _ { k }","n = \sum _ { k = 1 } ^ { n } \omega _ { k , 1 } , \quad \sum _ { k = 1 } ^ { 2 } \omega _ { k } 1 } ^ { 2 } = _ { k } ,",48.715134097585796,45.489182817472475
649efadb9f.png,"{ \bf x } \circ { \cal p } _ { \bf y } \ , = \ , { \bf i } _ { \bf x } \ , d { \cal p } _ { \bf y } \ , = \ , x ^ { u } \ , { \o { \partial } { \partial _ { u } } } \ , { \cal p } _ { \bf y } \ ,",{ \bf \nabla } \times { \bf v } _ { i } = d { \bf v } \cdot { \bf d } _ { { \bf { } } } = { \bf d } _ { { \bf { } } } } { { } } } \partial _ { i } { \bf v } \cdot { \bf v } \cdot { \bf v } \cdot { \bf v },17.630902104973607,26.675781134583914
1feb29c2ed.png,\pi _ { \pm 2 } ^ { \underline { m } } = { \textstyle \frac { c ( \alpha \prime ) ^ { 1 / 2 } } { 2 } } e ^ { - \phi } u ^ { \underline { m } \mp 2 } .,\pi _ { \underline { { m } } ^ { \underline { { 2 } } = \sqrt { \frac { ( 2 - 2 ) ^ { 2 } } { 2 } } } ^ { 2 } } } ^ { \underline { { m } } } } ^ { 2 } },39.57958503588983,41.843662883443244
756bab82eb.png,"\tilde { c } ( p ) = - 2 \ , \gamma \ , g ^ { 2 } \delta _ { a } ^ { b } \delta _ { j } ^ { i } \int \frac { d ^ { 4 } k } { ( 2 \pi ) ^ { 4 } } d ^ { 2 } \theta d ^ { 2 } { \overline { \theta } } \frac { 1 } { k ^ { 4 } } \left \ { \phi _ { i } ^ { a \dagger } ( p , \theta , { \overline { \theta } } ) { \phi } _ { b } ^ { j } ( - p , \theta , { \overline { \theta } } ) \right \ } \ , ,","\bar { \beta } ( g ) = - i g ^ { 2 } ( { { { } } { 2 } \int d ^ { 2 } p ^ { 2 } } \int d ^ { 2 } p \frac { i } { 2 } \int _ { 0 } ^ { 2 } d ^ { 2 } } { { i } } \int _ { 0 } ^ { 1 } d \bar { \psi } ^ { i } ( { { { } } ( { { } ( { { } ( { i } ( { , \bar { \theta } ) ,",22.185654809398216,21.36385863734594
547664bdcf.png,c ( i r ) _ { i i } = c ( u v ) ~ + ~ { \frac { 1 2 } { k } } ~ + ~ { \cal o } ( 1 / k ^ { 2 } ) .,"c ( i ( i ) ) = ( { \cal g } ) ^ { - 1 } { \cal { } } { { } { ( { { k } } { { } } ) ^ { - 1 } ) ,",12.856871651045914,17.91347132063664
eb8aaffd4b.png,s = \left ( \begin { a r r a y } { c c } { 0 } & { 1 } \ \ { - 1 } & { 0 } \ \ \end { a r r a y } \right ),s = \left ( \begin { a r r a y } { c c } { 0 } & { 1 } \ \ { 0 } & { 1 } \ \ \end { a r r a y } \right ),90.13033817321441,89.18515181638249
48e8a89ef7.png,"\delta e _ { k } ( l _ { k } ) = - \rho _ { k } + \rho _ { 0 } - [ \omega _ { k } , \rho _ { 0 } ] ,","\delta e _ { k } ( k _ { k } ) = - _ _ { \mu } + k _ { 0 } + \alpha _ { k } + [ _ { 0 } ,",49.24275980218805,41.002323003944035
5759e7ec14.png,"g _ { t } ( y , x ) = \int { \cal d } x \ ; e ^ { i s [ x ( t ) ] }","g _ { f } ( x , y ) = \int d ^ { 4 } x [ x ( x ) ]",17.634628033113096,24.515605638747655
d26d6e84c2.png,\langle \mathrm { p h y s } | \hat { \mathrm { p } } _ { \pm } | \mathrm { p h y s } \rangle = \pm \langle \mathrm { p h y s } | \hat { \cal h } _ { \mathrm { f } } ^ { \pm } ( 0 ) | \mathrm { p h y s } \rangle .,\langle \mathrm { p h y s } | \hat { p } | \hat { p } \rangle = \operatorname { s i n } ( { \hat { p } } ^ { \pm } ) | _ { p } ^ { \pm } \rangle = \operatorname { s i n } ( { p } ( { p } ( { ) \rangle,41.479853551810876,43.17206450196988
695f2d97ef.png,"\hat { \delta } _ { 0 } ( \ { 4 \ } , \ { 2 , 2 \ } , \ { 2 , 1 , 1 \ } ) = k \eta _ { a b } \l ^ { a b } ( \frac { 5 } { 1 6 } , \frac { 1 } { 4 } , \frac { 1 } { 8 } )","\hat { \delta } _ { 0 } \left ( { { { 1 } { 2 } } , \ , { 1 } { 2 } , \ , a _ { 0 } \right \ } \ , , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \ , \frac { 1 } { 2 } } { 2 } } { 2 } } \ , { \frac { 1 } { 2 } } \ , { 2 } } \ , .",21.649804921138042,36.06973916261355
5ac32dcf71.png,"a ( x ) g ^ { \prime \prime } ( x ) + b ( x ) g ^ { \prime } ( x ) + c ( x ) g ( x ) = 0 ,","a ( x ) ^ { a } ( x ) + a ^ { \prime } ( x ) + a ( x ) t ) ) ) = 0 ,",42.95828340676541,37.47452740934476
